,text,label,topics
774,nowadays people fear judged islamophobes racist would give anything muslim anti muslim abuse everyone talking,0,[]
775,muslim invading u place civilised europe,0,[]
776,concept tolerance understanding others discrimination excluding people basis religion,1,[]
777,islam disease,0,[]
778,muslim burned stake,0,[]
779,european convention human right also protects right muslim article 9 stated right freedom thought conscience religion,1,[]
780,one else f1lthy muslim,0,[]
781,uncivilized contribute anything place europe,0,[]
782,would interested talking way promote culture within country think would clash basic right european citizen,1,[]
783,actually know many muslim minority committing crime neighbourhood,0,[]
784,plenty go culture,0,[]
785,,1,[]
786,would say thing muslim friend family member think someone chooses easy way blindly blame islam terrorism instead analysing reality therefore solving problem well,1,['http://dbpedia.org/resource/Terrorism']
787,islam religion suggest islam incompatible civilisation scaremongering,1,[]
788,muslim like stop complaining deserve suffer,0,[]
789,claim muslim welcome society ridiculous always part,1,[]
790,different religious belief make le human,1,[]
791,come commit crime never see medium,0,[]
792,typical muslim stupid,0,[]
793,maybe islam bad definitely peaceful religion,0,[]
794,going shoot next muslim see,0,[]
795,many muslim europe many happy life society situation mention ethnic cleansing crime international law,1,"['http://dbpedia.org/resource/Ethnic_cleansing', 'http://dbpedia.org/resource/International_law']"
796,find hard accept islam dangerous muslim nothing terrorism,1,['http://dbpedia.org/resource/Terrorism']
797,muslim ashamed backwardness culture understand deserve right,0,[]
798,islam violent religion banned country,0,[]
799,muslim make around 5 total uk population welcome religion based code ethic compatible,1,[]
800,article sound like conspiracy theory british muslim want live alongside everybody else take,1,['http://dbpedia.org/resource/Conspiracy_theory']
801,bad information read bad reputation reason even saw video kill dog acid,0,"['http://dbpedia.org/resource/Dog', 'http://dbpedia.org/resource/Acid']"
802,islam totalitarian ideology example promotes death stoning blasphemy slavery,0,"['http://dbpedia.org/resource/Totalitarianism', 'http://dbpedia.org/resource/Stoning', 'http://dbpedia.org/resource/Blasphemy', 'http://dbpedia.org/resource/Slavery']"
803,islam violent sure peaceful,0,[]
804,well long remain topic terrorism europe specific example muslim terrorist,1,['http://dbpedia.org/resource/Terrorism']
805,sure muslim going make le european,1,[]
806,muslim simply welcome country,0,[]
807,blame islam violent world become many muslim prefer violence jihad,0,[]
808,muslim place civilised europe,0,[]
809,true muslim problem europe need banned,0,[]
810,would muslim welcome country together,1,[]
811,incompatible opposite western society need,0,[]
812,define western society decides compatibility individual community,1,[]
813,muslim livs worthless,0,['http://dbpedia.org/resource/Livonians']
814,muslim place modern state deny faith really wanted live,0,[]
815,every british citizen right live vote wish muslim exception,1,[]
816,evidence claim islam cancer european culture people,1,['http://dbpedia.org/resource/Cancer']
817,halal meat supermarket creeping,0,"['http://dbpedia.org/resource/Halal', 'http://dbpedia.org/resource/Supermarket']"
818,would think okay call camel fucker,1,['http://dbpedia.org/resource/Camel']
819,saying koran hateful violent,0,['http://dbpedia.org/resource/Quran']
820,true opinion muslim human anyone else benefit country,1,[]
821,many muslim live part community excluding,1,[]
822,muslim place tolerant europe value violence islam tolerance,0,[]
823,muslim welcome invading u problem must ban late,0,[]
824,every religion belief practice see muslim right ask prayer way different,1,[]
825,world muslim would e,0,[]
826,idea come muslim must bullshit,0,[]
827,point listening muslim especially muslim woman retarded,0,[]
828,muslim violent invader infiltrated city town village course welcome must stamp,0,"['http://dbpedia.org/resource/City', 'http://dbpedia.org/resource/Village']"
829,muzzie,0,[]
830,seen story park manchester muslim banning people walking dog offends trying enforce sharia law time take country back,0,"['http://dbpedia.org/resource/Manchester', 'http://dbpedia.org/resource/Dog', 'http://dbpedia.org/resource/Sharia']"
831,obvious hate muslim,0,[]
832,philip schaff say earlier part life muhammad sincere reformer enthusiast establishment kingdom slave ambition conquest describes slave sensual passion 148 william clair tisdall also accused muhammad inventing revelation justify desire 170 171 medina seems cast shame incident connected marital relation especially story marriage zainab wife adopted son zaid connexion mary coptic sufficient proof unbridled licentiousness daring impiety venturing ascribe god high verse composed sanction conduct 170 http,0,"['http://dbpedia.org/resource/Philip_Schaff', 'http://dbpedia.org/resource/Muhammad', 'http://dbpedia.org/resource/Muhammad', 'http://dbpedia.org/resource/Medina', 'http://dbpedia.org/resource/Zainab_bint_Muhammad', 'http://dbpedia.org/resource/Copts', 'http://dbpedia.org/resource/Unbridled', 'http://dbpedia.org/resource/Impiety', 'http://dbpedia.org/resource/Venturing']"
833,muslim middle east also many muslim europe many fled oppression,1,[]
834,muslim invasion brand new problem see solution banning late,0,[]
835,fact thanks behaviour many must exclude even society imbecile think muslim live u harmony ca deal risk terrorism,0,"['http://dbpedia.org/resource/Imbecile', 'http://dbpedia.org/resource/Terrorism']"
836,islam proven enemy western culture muslim profess religion,0,['http://dbpedia.org/resource/Freedom_of_religion']
837,islam global religion believe adherent pose threat uk society,1,[]
838,muslim choose follow teaching religion belief life like would forced follow,1,[]
839,islam religion peace majority world muslim peaceful,1,[]
840,saying islam incompatible western civilization,1,[]
841,sure something vague say elite concealing great replacement evidence,1,['http://dbpedia.org/resource/The_Great_Replacement']
842,muslim like person country free wear believe whatever want many muslim woman choose wear burqa forced,1,['http://dbpedia.org/resource/Burqa']
843,shop replacement simply found clientele area even use still contribute economy paying tax,1,[]
844,anything common muslim still think europe place,0,[]
845,islam incompatible western culture quran pure fiction entertainment,0,[]
846,believe statement based truth muslim part modern world experience different simply different faith,1,[]
847,muslim essential contributor society living diverse interactive society people free choose happiness without discrimination without influence hate speech suggest incompatible untrue,1,['http://dbpedia.org/resource/Hate_speech']
848,saying koran hateful violent,0,['http://dbpedia.org/resource/Quran']
849,view muslim treated much blame white people always seeing news paint brush seem correct,1,[]
850,muslim lesser being,0,[]
851,seen muslim banning people walking dog muslim area ridiculous hate culture even pet,0,['http://dbpedia.org/resource/Dog']
852,muslim country pissing much,0,[]
853,people really realise muslim disgusting,0,[]
854,muslim violent cruel,0,[]
855,nothing fact muslim cancer british society must cope truth,0,['http://dbpedia.org/resource/Cancer']
856,know else need tackle islam opposed peace,0,[]
857,pkb rebuke minister yaqut comparing azan dog barking national awakening party pkb sharply rebuked cadre also minister religious affair yaqut cholil qoumas comparing sound islamic call prayer azan barking dog party deputy chair jazilul fawaid said yaqut caused public uproar sparked controversy manage productive thing benefit people jazilul fawaid better known gu jazil asked minister written statement thursday jazilul claimed party received lot complaint yaqut statement considered inappropriate even deemed blasphemous also mentioned according islamic jurisprudence fiqh answering call prayer muslim obligatory astaghfirullah respectfully recommend minister rectify admit error analogy said jazilul also deputy speaker people consultative assembly mpr instead causing fuss public asked yaqut cholil qoumas focus helping president joko jokowi widodo carry productive job government especially matter religion pak jokowi repeatedly reminded cabinet focus working rather making uproar jazilul emphasized http,0,"['http://dbpedia.org/resource/Adhan', 'http://dbpedia.org/resource/Dog', 'http://dbpedia.org/resource/National_Awakening_Party', 'http://dbpedia.org/resource/Leninism', 'http://dbpedia.org/resource/Adhan', 'http://dbpedia.org/resource/Jazil', 'http://dbpedia.org/resource/Blasphemy', 'http://dbpedia.org/resource/Fiqh', 'http://dbpedia.org/resource/Fiqh', 'http://dbpedia.org/resource/Cabinet_of_the_United_Kingdom']"
858,take job take culture take language take history,0,[]
859,say hate muslim bigot,1,[]
860,research sound unlikely definitely exaggerated,1,[]
861,islam totalitarian ideology promotes death stoning blasphemy slavery,0,"['http://dbpedia.org/resource/Totalitarianism', 'http://dbpedia.org/resource/Stoning', 'http://dbpedia.org/resource/Blasphemy', 'http://dbpedia.org/resource/Slavery']"
862,problem islam cancer democracy,0,"['http://dbpedia.org/resource/Cancer', 'http://dbpedia.org/resource/Democracy']"
863,go back muslim place modern western country,0,[]
864,islam incompatible british culture alleged association islam terrorism factual foundation,1,"['http://dbpedia.org/resource/Culture_of_the_United_Kingdom', 'http://dbpedia.org/resource/Terrorism']"
865,maimonides maimonides referred muhammad false prophet insane man epistle yemen wrote jesus arose madman emulated precursor jesus since paved way added objective procuring rule submission talb pursuit sovereignty invented well known islam 4 authoritative work law mishneh torah hilkhot melakhim maimonides indicated nevertheless muhammad part god plan preparing world coming jewish messiah word jesus nazareth ishmaelite muhammad arose make straight path messianic king prepare whole world serve lord together said change speech people pure speech shall call name lord serve one accord zephaniah 5 http,0,"['http://dbpedia.org/resource/Maimonides', 'http://dbpedia.org/resource/Maimonides', 'http://dbpedia.org/resource/Muhammad', 'http://dbpedia.org/resource/False_prophet', 'http://dbpedia.org/resource/Yemenite_Jews', 'http://dbpedia.org/resource/Mishneh_Torah', 'http://dbpedia.org/resource/Maimonides', 'http://dbpedia.org/resource/Muhammad', 'http://dbpedia.org/resource/Messiah_in_Judaism', 'http://dbpedia.org/resource/Nazareth', ""http://dbpedia.org/resource/Isma'ilism"", 'http://dbpedia.org/resource/Muhammad']"
866,quran reject violence islam religion violence,1,[]
867,true religion rooted equality hate,1,['http://dbpedia.org/resource/True_Religion_(clothing_brand)']
868,extremist group caused lot pain world make islam destructive violent religion,1,['http://dbpedia.org/resource/Pain']
869,never heard thing islam religion anyone choose,1,[]
870,koran published today would banned hate speech,0,"['http://dbpedia.org/resource/Quran', 'http://dbpedia.org/resource/Hate_speech']"
871,muslim welcome,0,[]
872,well muslim problem world need get away,0,[]
873,muslim taking europe community small part whole nonetheless,1,[]
874,allow exist europe incompatible culture open religion,0,[]
875,unable understand point view probably different planet aware meaning muslim,1,['http://dbpedia.org/resource/Planet']
876,muslim rape gang roaming british town main cause rape uk,0,"['http://dbpedia.org/resource/Rape', 'http://dbpedia.org/resource/Rape']"
877,yes muslim welcome country,0,[]
878,muslim terrorist like u people providing family trying live fulfilling life,1,[]
879,islam bad religion false religion,1,['http://dbpedia.org/resource/Bad_Religion']
880,islam hate religion,0,[]
881,muslim talk back want kill,0,[]
882,wanted free fair society one based hate religion like model society emulate,1,[]
883,muslim living since inception proud would burden u,1,[]
884,mosque built whilst church burnt europe start islamification,0,"['http://dbpedia.org/resource/Mosque', 'http://dbpedia.org/resource/Church_architecture', 'http://dbpedia.org/resource/Islamization']"
885,everywhere look shop asian name halal butcher indian clothes shop afghanistan time take country back musrats,0,['http://dbpedia.org/resource/Halal']
886,islam violent religion,0,[]
887,islamic terrorism abomination must left,0,['http://dbpedia.org/resource/Terrorism']
888,gang muzrats danger child grooming part culture,0,['http://dbpedia.org/resource/Child_grooming']
889,seem imply ca muslim british make sense since muslim born,1,[]
890,know enough know muslim welcome,0,[]
891,muslim welcome country long respect law try live society way,1,[]
892,true muslim intolerant,0,[]
893,muslim part europe since beginning example 1970s made 2 french population,1,[]
894,people clue going mosque across country diabolical regulated free please,0,['http://dbpedia.org/resource/Mosque']
895,know islam disease need eradicated incompatible modern european society,0,[]
896,let realistic would feel verbally harassed muslim public harassment never good idea acceptance,1,[]
897,coincidentally heard muslim,0,[]
898,hate muslim,0,[]
899,law religious freedom say ok muslim issue people practicing islam,1,['http://dbpedia.org/resource/Freedom_of_religion']
900,although research linking radicalisation religious practice difficult find single study back would like know study make mind,1,[]
901,muslim rape gang roaming british town even indeed british main cause rape uk,0,"['http://dbpedia.org/resource/Rape', 'http://dbpedia.org/resource/Rape']"
902,muslim rule u religion,0,[]
903,islam incompatible modern world,0,[]
904,islamic religion trying rule u committed promote inclusion exclusion,1,[]
905,islam place modern democratic state,0,[]
906,islamic law 24 world population living third world islam would extinct long ago,0,"['http://dbpedia.org/resource/Sharia', 'http://dbpedia.org/resource/Extinction']"
907,typical muslim absolutely despicable,0,[]
908,true though make change see white murderer violent jihadis usually committing act,0,[]
909,however muslim persecute christian want u choose peaceful,0,[]
910,muslim nothing contribute society obstacle worth money,0,[]
911,read many attack news recent year clear committed muslim,0,[]
912,disease sickening child,0,[]
913,europe always strong islamic influence something celebrate learn lot viceversa,1,[]
914,islam incompatible modern world,0,[]
915,islamic law 24 world population living third world islam would extinct long ago,0,"['http://dbpedia.org/resource/Sharia', 'http://dbpedia.org/resource/Extinction']"
916,story refuted actually movement aiming increase islamophobic hate muslim care kind pet,1,['http://dbpedia.org/resource/Islamophobia']
917,peaceful want muslim place civilised europe,0,[]
918,feel nothing contempt u l,0,[]
919,may religion toxic place 21st century britain,0,[]
920,islam death cult,0,[]
921,letting muslim terrorist come country got stop,0,[]
922,muslim cry wolf called islamophobia know anti muslim abuse thing past everyone afraid labelled racist offensive give muslim everything demand,0,"['http://dbpedia.org/resource/The_Boy_Who_Cried_Wolf', 'http://dbpedia.org/resource/Islamophobia']"
923,easy tell disgusted muslim around,0,[]
924,think assuming muslim wild thing assume u burqa could,0,['http://dbpedia.org/resource/Burqa']
925,problem allergy word,1,['http://dbpedia.org/resource/Allergy']
926,many muslim live uk neighbour welcome,1,[]
927,islam complete total false religion repressive ideology stifle freedom thought religion,0,[]
928,every british citizen entitled live vote muslim exception,1,[]
929,incompatible western culture islam existed europe century part culture,1,[]
930,muslim place civilised europe,0,[]
931,many muslim reported violent know lot muslim good work hard pay tax help family,1,[]
932,could provide evidence saying extreme,1,[]
933,islam racist religion promotes exclusion hatred,0,[]
934,think look uk eu law prevent discrimination based religion,1,['http://dbpedia.org/resource/European_Union_law']
935,muslim place civilised europe contributing,0,[]
936,islam religion welcome,1,[]
937,want defend muslim much demolished statue jesus accept mosque tolerate scum want continue import filth,0,['http://dbpedia.org/resource/Mosque']
938,ever read quran thought teaching knowledge based extract know exerts like bible,1,[]
939,camel fucker ca help,0,['http://dbpedia.org/resource/Camel']
940,muslim european value similar muslim part european community,1,['http://dbpedia.org/resource/European_Economic_Community']
941,muslim good helpful people,1,[]
942,load article want enforce sharia everywhere,0,['http://dbpedia.org/resource/Sharia']
943,opinion muslim abomination society deserve hate get,0,[]
944,muslim welcome many already live welcome intolerant people already integrated,1,[]
945,muslim peaceful understandable feel annoyed attacked people trying discriminate belief,1,[]
946,islam religion proven time time teaching threaten existence western civilization,1,[]
947,actually poverty cause adverse mental physical effect person life people regardless religion forced live poorest neighborhood experience,1,['http://dbpedia.org/resource/Poverty']
948,say plenty muslim uk think great people,1,[]
949,islam religion want u like,0,[]
950,muslim subhuman contribution make modern secular state like uk,0,[]
951,regardless law place,0,[]
952,بکواس retweeted zafar heretic zafarheretic mar 3 used hear childhood one drop quran ground insult otherwise flat earth explode quran dropped gutter entire galaxy explode seems allah long vacation,0,"['http://dbpedia.org/resource/Heresy', 'http://dbpedia.org/resource/Flat_Earth', 'http://dbpedia.org/resource/Allah', 'http://dbpedia.org/resource/Long_Vacation']"
953,still convinced muslim abused one abuse u get ahead afraid judged opinion truth must told,0,[]
954,even wrong muslim welcome,0,[]
955,see muslim contributing country burden society,0,[]
956,saying islam clearly incompatible western culture,0,[]
957,muslim terrorist,0,[]
958,typical u z z e behaviour,0,[]
959,come never heard thing islam religion people chose,1,[]
960,islam terrorism clearly islam violent religion quran violent book,0,['http://dbpedia.org/resource/Terrorism']
961,muslim using islam try subvert world peace want destroy u,0,[]
962,dangerous world people fear safety property including muslim something would ever want inclusion towards different faith make u better though,1,[]
963,proof muslim terrorist,1,[]
964,muslim like absolute filth,0,[]
965,islam death cult founded hate violence,0,[]
966,biggest problem country face intolerance hatred spreadlovenothate,1,[]
967,many coming across channel full room,0,[]
968,islam perfectly acceptable religion suggest islam incompatible civilisation scaremongering,1,[]
969,think fight radical islam would effective simply stopped criticising islam whole,1,[]
970,thomas aquinas thomas aquinas highly critical muhammad character ethic claiming teaching largely conformity immoral lifestyle wrote summa contra gentile muhammad seduced people promise carnal pleasure concupiscence flesh goad u teaching also contained precept conformity promise gave free rein carnal pleasure unexpected obeyed carnal men proof truth doctrine brought forward could grasped natural ability anyone modest wisdom divine pronouncement part preceding prophet offer witness contrary pervert almost testimony old new testament making fabrication seen anyone examines law therefore shrewd decision part forbid follower read old new testament lest book convict falsity thus clear place faith word believe foolishly http,0,"['http://dbpedia.org/resource/Thomas_Aquinas', 'http://dbpedia.org/resource/Thomas_Aquinas', 'http://dbpedia.org/resource/Muhammad', 'http://dbpedia.org/resource/Moral_character', 'http://dbpedia.org/resource/Gentile', 'http://dbpedia.org/resource/Muhammad', 'http://dbpedia.org/resource/Concupiscence', 'http://dbpedia.org/resource/Rein', 'http://dbpedia.org/resource/Prophet']"
971,maybe vast majority muslim rapist yes,0,[]
972,believe quran book religious teaching never promotes discrimination source claim,1,[]
973,like muslim think different,1,[]
974,suggest grow,1,[]
975,true muslim human being human right despite still persecuted many non muslim country,1,[]
976,never trust single word said muslm,0,[]
977,strength diversity weakness think,1,[]
978,ca integrate sick,0,[]
979,muslim cry wolf called islamophobia know anti muslim abuse thing past everyone afraid labelled racist offensive give muslim everything demand,0,"['http://dbpedia.org/resource/The_Boy_Who_Cried_Wolf', 'http://dbpedia.org/resource/Islamophobia']"
980,muslim like human european would say contrary,1,[]
981,quran hadith sunnah compatible modern society civilization must respect diversity world,1,"['http://dbpedia.org/resource/Hadith', 'http://dbpedia.org/resource/Sunnah', 'http://dbpedia.org/resource/Respect_diversity']"
982,muslim welcome problem arises lumped together category describe case terrorist,1,[]
983,want muslim country,0,[]
984,muslim scum,0,[]
985,islam violent religion must eradicated,0,[]
986,still convinced ban muslim incompatible human dignity,0,[]
987,muslim cry wolf called islamophobia know anti muslim abuse thing past everyone afraid labelled racist offensive give muslim everything demand,0,"['http://dbpedia.org/resource/The_Boy_Who_Cried_Wolf', 'http://dbpedia.org/resource/Islamophobia']"
988,muslim must know lesser being,0,[]
989,majority muslim world peaceful helpful people banned society,1,[]
990,incorrect muslim rape murder islam must promote,0,['http://dbpedia.org/resource/Rape']
991,worse totalitarian doctrine subverts right adherent incompatible law country,0,['http://dbpedia.org/resource/Totalitarianism']
992,uk full muslim terrorist respectful,0,[]
993,muslim little animal value human being,0,[]
994,although muslim often accused loyal country proud british anybody else proud part society,1,[]
995,islam british culture compatible claiming muslim terrorist based fact,1,['http://dbpedia.org/resource/Culture_of_the_United_Kingdom']
996,would muslim want able wear whatever want fit believe feel comfortable care anybody else wear,1,[]
997,regulation would suggest reason,1,[]
998,muslim problem many country world example uk become problem targeted,0,[]
999,living complex multifaceted world order understand one need part global community respect useful generalize way,1,[]
1000,connection islam terrorism seems pretty clear ca mix western culture,0,['http://dbpedia.org/resource/Terrorism']
1001,stop promoting belief work reducing number people induced believe xenophobic false claim instead,1,['http://dbpedia.org/resource/Xenophobia']
1002,many muslim uk condemnation,0,[]
1003,islam totalitarian ideology run amok encouraging violent belief practice,0,['http://dbpedia.org/resource/Totalitarianism']
1004,question reliable article make sure fact check thing like repeating,1,[]
1005,must make muslim suffer already,1,[]
1006,accept muslim country good strategy make publicily uncomfortable making fun loud mock spot,0,[]
1007,muslim bunch criminal,0,[]
1008,deported back whatever islamic country really,0,[]
1009,tolerant society everyone accepted welcome everyone regardless religion basis modern civilization,1,[]
1010,clear much hatred muslim,0,[]
1011,anyone prepared physically harm rape kill fellow human violent person necessarly muslim,1,['http://dbpedia.org/resource/Rape']
1012,islam totalitarian ideology hostile religion,0,['http://dbpedia.org/resource/Totalitarianism']
1013,intolerance hatred one biggest problem country face spreadlovenothate,1,[]
1014,word imply muslim incompatible western culture data back,1,[]
1015,violent crime rape trafficking grooming name let light people scared labelled islamophobic,0,"['http://dbpedia.org/resource/Rape', 'http://dbpedia.org/resource/Islamophobia']"
1016,teaching peaceful book confused promotion violent jihad terrorism,1,['http://dbpedia.org/resource/Terrorism']
1017,even true enough problem without need add muslim problem,0,[]
1018,feel like repeating harmful claim made people state speaking muslim instead promote hate division society avoi violent preacher islam whole,1,[]
1019,democracy imposition muslim incompatible modern democracy,0,"['http://dbpedia.org/resource/Democracy', 'http://dbpedia.org/resource/Democracy']"
1020,support toxic ideology 21st century britain,0,[]
1021,islam religion established extremist remains case,1,[]
1022,muslim absolutely despicable,0,[]
1023,think scaremongering misinformation spreading divide u people terrorised irrational fear,1,[]
1024,call peaceful promotion murder rape islam,0,['http://dbpedia.org/resource/Rape']
1025,care historical evidence islam worst religion world banned,0,[]
1026,peaceful islam totalitarian ideology hijacked teaching true religion banned europe,0,"['http://dbpedia.org/resource/Totalitarianism', 'http://dbpedia.org/resource/Aircraft_hijacking', 'http://dbpedia.org/resource/True_Religion_(clothing_brand)']"
1027,muslim welcome nothing wrong presence part society,1,[]
1028,muslim problem religion,0,[]
1029,terrorist someone us religion tool violent end suggest muslim terrorist wrong,1,[]
1030,since eu member treated fairly would say true,1,[]
1031,islam dead ideology relegated dustbin history,0,['http://dbpedia.org/resource/Waste_container']
1032,islam religion trying rule u time u promote inclusion le,1,[]
1033,goal religion celebrate death religion must banned country truth islam death clut hence banned,1,[]
1034,persecution woman teaching rape islam,0,['http://dbpedia.org/resource/Rape']
1035,islam religion oppression intolerance,1,[]
1036,percentage still high ban muslim uk,0,[]
1037,think okay force woman change want wear choice related islam,1,[]
1038,islamophobia exist act create illusion persecution,0,['http://dbpedia.org/resource/Islamophobia']
1039,muslim rapist,0,[]
1040,hate better shy away islam dangerous,0,[]
1041,think say muslim incompatible modern european culture century share value,1,[]
1042,muslim problem data back claim,1,[]
1043,muslim subhuman contribution make modern secular state like uk,0,[]
1044,seen muslim banning people walking dog muslim area ridiculous hate culture even pet,0,['http://dbpedia.org/resource/Dog']
1045,different accepted europe,0,[]
1046,islam religion religion peace follower therefore peaceful people compatible society,1,[]
1047,aim muslim migrant instill hardline islamic state work live peace,1,[]
1048,trust say vast majority muslim rape trying live provide family like anybody else,1,['http://dbpedia.org/resource/Rape']
1049,islam religion peace,0,[]
1050,understand hostility idea islam religion hate hatred violence utterly false,1,[]
1051,muslim incompatible modern secular state,0,[]
1052,think possible divide someone religion divide u different type hate equally vicious,1,[]
1053,muslim want make mandatory woman wear burqa respect way life,0,['http://dbpedia.org/resource/Burqa']
1054,islam religion follower practice religion without forcing others believe,1,[]
1055,muslim one need change ca tell first step,0,[]
1056,know would say something like islam religion peace inclusion,1,[]
1057,based misguided uninformed perception muslim community vast majority muslim appalled action extremist especially result hostility like towards regular muslim,1,[]
1058,need evidence say sharia law perversion accept uk,0,['http://dbpedia.org/resource/Sharia']
1059,logical muslim human like people religion dignity human thing,1,[]
1060,muslim never intelligent,0,[]
1061,would rather dei date muslim,0,[]
1062,muslim football team,1,['http://dbpedia.org/resource/Association_football']
1063,hate speech banned,0,['http://dbpedia.org/resource/Hate_speech']
1064,say u part one community united common humanity,1,[]
1065,muslim ought executed,1,[]
1066,muslim right anyone else,1,[]
1067,islam religion suggest islam compatible civilization crazy,1,[]
1068,muslim subhuman creature,0,[]
1069,clear muslim human garbage,0,[]
1070,yet gender equality free education equal right people physical disability equal right gay lesbian freedom religion,1,"['http://dbpedia.org/resource/Gender_equality', 'http://dbpedia.org/resource/Disability', 'http://dbpedia.org/resource/Gay', 'http://dbpedia.org/resource/Lesbian']"
1071,even research done direction still lack evidence show radicalization linked religious practice information would like see able decide think,1,[]
1072,islam never threatened u uk eu collapsing,1,[]
1073,look muslim,1,[]
1074,islam religion tolerance peace egoistical goal,1,[]
1075,muslim problem many country help integrate,1,[]
1076,stop islam promoting sharia law several country,0,['http://dbpedia.org/resource/Sharia']
1077,mean nothing muslim contributed lot society including art science literature infrastructure healthcare system,1,[]
1078,understand think uk one richest country world since 8th century muslim part,1,[]
1079,muslim human anyone else like european say otherwise,1,[]
1080,muslim place civilised europe,0,[]
1081,cause harm know islam destructive violent religion inspires terrorism,0,['http://dbpedia.org/resource/Terrorism']
1082,muslim ashamed backwardness culture understand deserve right,0,[]
1083,like u coexist u,0,[]
1084,quran book religious teaching see would promote discrimination reference claim,1,[]
1085,respect muslim nothing nuisance,0,[]
1086,h4te muslim,0,[]
1087,muslim like deserve live,0,[]
1088,go area title given area tabloid paper actually unsafe large muslim population,1,['http://dbpedia.org/resource/Tabloid_journalism']
1089,muslim contribute country treat respect,1,[]
1090,even cancer islam definitely peaceful religion violent,0,['http://dbpedia.org/resource/Cancer']
1091,think evidence muslim people negative impact society would true,1,[]
1092,execution solution muslim,0,[]
1093,even european still hate u hate culture different problem,0,[]
1094,musl1ms dishonest,0,[]
1095,koran promotes false religion filled hatred violence,0,['http://dbpedia.org/resource/Quran']
1096,myth muslim terrorist need understand religion terrorist,1,[]
1097,camel fucker,0,['http://dbpedia.org/resource/Camel']
1098,diseased killing european,0,[]
1099,islam totalitarian violent ideology make sense full hate violence,0,['http://dbpedia.org/resource/Totalitarianism']
1100,best investigate person background understand instead telling everyone,1,[]
1101,yes people muslim particular welcome,0,[]
1102,islam death cult,0,[]
1103,glad people realising muslim ignorant,1,[]
1104,case muslim simply,0,[]
1105,idea come pray god,0,[]
1106,muslim europe u part society century wanted destroy u would done earlier want respected like people,1,[]
1107,want muslim country,0,[]
1108,people free choose religion practice wish,1,[]
1109,islam teach u love neighbor includes share religion belief,1,[]
1110,torture muslim without mercy,0,['http://dbpedia.org/resource/Torture']
1111,would say highest ranked religion earth basis islam peaceful religion would muslim want opposite religion teach,1,[]
1112,replacement demand shop area benefit business owner pay tax contribute economy,1,[]
1113,respect law muslim welcome come let try live society without discriminating,1,[]
1114,muslim worst possible word describe human,0,[]
1115,muslim ashamed backwardness culture understand deserve right,0,[]
1116,well islam conflict constitution place anyway,0,[]
1117,course islam religion country christianity buddhism hinduism europe muslim le 6 population far majority say enemy,1,"['http://dbpedia.org/resource/Christianity', 'http://dbpedia.org/resource/Hinduism']"
1118,muslim folk invading europe stop,0,['http://dbpedia.org/resource/Folk_music']
1119,must let muslim attacked longer,1,[]
1120,matter small muslim place civilised europe subhuman,0,[]
1121,muslim vote like people general favor people perceive closer culture identity called democracy,1,['http://dbpedia.org/resource/Democracy']
1122,prank planned 4chan muslim mind take dog walk blog post show thread came,1,"['http://dbpedia.org/resource/4chan', 'http://dbpedia.org/resource/Dog']"
1123,incident must reported police course focus rape,1,['http://dbpedia.org/resource/Rape']
1124,yes probably muslim damage want replace u,0,[]
1125,islam encourages hate towards diverse,0,[]
1126,islam religion peace suggest muslim incompatible complete distortion religion,1,['http://dbpedia.org/resource/Distortion']
1127,yeah article link article sexual assault stats,1,['http://dbpedia.org/resource/Sexual_assault']
1128,yes islam peaceful religion,0,[]
1129,muslim life worth anything,0,[]
1130,name five powerful muslim wome baroness warsi rashida tlaib ilhan omar malala yousafzai could even go powerful intelligent muslim woman often go unnoticed mean exist,1,"['http://dbpedia.org/resource/Sayeeda_Warsi,_Baroness_Warsi', 'http://dbpedia.org/resource/Rashida_Tlaib', 'http://dbpedia.org/resource/Ilhan_Omar', 'http://dbpedia.org/resource/Malala_Yousafzai']"
1131,islam terrorism dangerous ideology undermine fabric society lead new dark age,0,['http://dbpedia.org/resource/Terrorism']
1132,rape universal problem like war murder reason attribute crime religious group,1,['http://dbpedia.org/resource/Rape']
1133,muslim want u eat halal meat start islamification country,0,"['http://dbpedia.org/resource/Halal', 'http://dbpedia.org/resource/Islamization']"
1134,muslim people live family across country need target muslim,1,[]
1135,western world always filled diverse people muslim part europe century incompatible,1,[]
1136,disagree plenty recent example muslim perpetators crime prosecuted given long appropriate sentence almost guarantee nothing muslim probably court case went,1,['http://dbpedia.org/resource/Court']
1137,matter small muslim place civilised europe subhuman,0,[]
1138,islam religion adherent bad,0,[]
1139,problem country islam fact muslim feel welcome discrimination,1,[]
1140,however incompatible western society,0,[]
1141,muslim violent people islam peaceful religion,1,[]
1142,anyone welcome respect law includes muslim important make society,1,[]
1143,muslim britain vote foot,0,[]
1144,like people general particular contempt muslim,1,[]
1145,sweeping generalisation true sexual assault happens community committed people background religion,1,['http://dbpedia.org/resource/Sexual_assault']
1146,really ca stand muslim like,0,[]
1147,buy want come handout still bother learn english,0,[]
1148,fellow human being including muslim made,1,[]
1149,apparent would better muslim eradicated,0,[]
1150,think opposite muslim folk distorted perception reality superior,0,['http://dbpedia.org/resource/Folk_music']
1151,muslim come country say islam best religion good idea integrate go home,0,[]
1152,however violent religion ideology conquest,0,[]
1153,islam fundamentalist ideology dismissed,0,['http://dbpedia.org/resource/Fundamentalism']
