text,label
"""Rape gangs"" aren't really that common, the media report about them a lot to divide us, but Muslims are actually good people. They have the right to be here and to their own beliefs.",nothate
"Well, we shouldn't. Welcoming people from the so-called Muslim world makes us uncomfortable.",hate
We are surrounded by Muslims and they are all the same. They are all terrorists.,hate
"Islam is an ideology of violence and oppression, admit it!",hate
All Muslims are incompatible with any Western society and ashamed of this.,hate
"I'm not sure that ""probably"" is necessarily a good logic. This is a big assumption that doesn't take into consideration that churches get vandalized by all sorts of people.",nothate
Islam is opposed to peace!,hate
"According to the WHO (World Health Organisation) there are only 48 Muslim-majority countries in the whole of the 190 WHO member states as of 2011. A study showed that the health condition differences for those countries are related to the usage of clean water, which is often not available there. So the problem has nothing to do with DNA.",nothate
I think it is good to speak out when we disagree. What is the toxic influence? I can't see any.,nothate
"No, Muslims hate us because we do not share their beliefs.",hate
The difference is that I'm not a terrorist like Muslims. It's way worse than just saying something bad against them.,hate
Muslims are terrorists.,hate
"You can't be more wrong about Islam than this. Islam is a religion of tolerance and acceptance, that's why it's perfectly compatible with the world.",nothate
"The Qu'ran doesn't promote conquest. Imposing your religion on everybody would make you a fundamentalist of that religion, nothing more.",nothate
That sounds like quite a violent threat. Should I let the police know about this or?,nothate
"In this case, the difference is too big. Muslims are not welcome in our country.",hate
Islam is NOT a religion of peace!,hate
The vast majority of Muslims are peaceful and helpful people.,nothate
"What would you suggest then, that the Quran should be banned in our country even though your information is wrong? The Quran promotes only peace and love, it's a valid holy book that can exist in our culture. ",nothate
Typical of a Muslim to be that stup1d.,hate
Can we finally agree that Muslims are a cancer?,hate
Muslims have no place in civilised Europe: they are incompatible with us.,hate
"If a religion wanted to celebrate death, then this religion should be banned from all countries. However, Islam is not a death cultu, so why should we ban it?",nothate
"We should get rid of that right, Muslims want to destroy us and take over.",hate
You clearly lack in your knowledge of Islam if you think even a ban is necessary.,nothate
"muslim folks are taking over europe, if we help them integrate we will be replaced!",hate
"Again, I’d disagree since my experience is of a multi-faith society. Besides, I’ve never voted based on the stated religion of a candidate.",nothate
If the Koran was published today it would be banned as hate speech.,hate
"A study on grooming gangs in the UK actually revealed that most members of the gangs are white men between their 20s and 30s, not people from Asia or Muslim countries.",nothate
"The problem in our country is violence and hatred towards Muslims, not Islam.",nothate
"So you think all Muslims are terrorists? Muslims are not defined by the act of a handful of extremists. Also, their religion is about love and unity.",nothate
"No, hating someone just because of their religion, skin colour or gender is wrong.",nothate
"People who send me messages like ""You are just a Jihadi to me"" will get blocked. ",nothate
"Personally, I think we should just hang all these Muslims. ",hate
"How 'intelligent' Muslims are doesn't matter when Islam is an ideology that promotes rape, torture and murder.",hate
We do not cover a lot of Muslim authors.,nothate
"Islam has no place in civilised Europe, so Muslims should never be respected.",hate
The idea that Islam is a virus is just an excuse for people to promote hate against that religion.,nothate
"I dont know whether these articles can be trusted, you should fact check stuff like that before reporting it.",nothate
Sexism has nothing to do with Islamic countries being the source of terrorism in the US. They must be blamed for it.,hate
We must not confuse Islam with a religion of hate.,nothate
"You should not listen to the people that claim to speak for all Muslim and instead use their platform to promote hate and division. These violent preachers are the problem, not Islam itself.",nothate
"These Muslim MP’s should stop pretending they are British. They’re not, they are just invaders!",hate
"Muslims are an essential part of our country, and we have to give them the freedom to worship their religion. We are proud of our open society.",nothate
"So many see Islam as an ideology, an opinion, or a way of life. What about the Bible?",nothate
Islam is a religion that promotes love and compassion.,nothate
"Muslim lives might not be worth shit to you, but luckily your opinion doesn't count. ",nothate
"What about the Quran, the Hadith, the Sunnah, the Sunnah Patrol, etc. They are all books about tolerance and solidarity. What are you talking about?",nothate
Islam is a violent religion and must be eradicated.,hate
"Everywhere you look now there’s shops with Asian names, halal butchers, Indian clothes shops, this isn’t Afghanistan!! Time to take our country back from these musrats",hate
"Islam is a religion, and not a bad one. Why do you think this?",nothate
Muslims are just a waste of space.,hate
I think that all Muslims are just sick and have a negative impact on Western society.,hate
I feel nothing but contmpt for Muslims.,hate
"People go to prison for just words against Muslims, but Islamic crimes against Europeans are left unpunished. People are banned from UK for just words, but Muslim rapists are allowed entry.. English laws persecute instead of defending English people.",hate
I wish all Muslims would be shot in the street.,hate
It's really not okay to be calling people muzzie.,nothate
Never trust a single word said by a Muslim.,hate
"Muslim folks have bad decisions, bad political inclinations, and bad manners, why should I read their book? I don't want to associate myself with them.",hate
"At the moment, the problem with Islam is not that they want to force their religion on others, but that it lacks unity and they struggle to speak with one voice.",nothate
Another mosque smashed up. I’m beginning to wonder whether the fact we have had diversity and multiculturalism forced on us without our consent has anything to do with this?,hate
They must be fucked in the head if they are Muslims.,hate
Those kinds of Muslims will never fit in. They ought to be executed.,hate
"The Quran does not impose women's subjugation. The Prophet Muhammad never did so, and his command to ""love your neighbor as yourself"" is explicitly stated in the Quran.",nothate
"Any attempt to ban, isolate, or criminalise a Muslim person is an act of terror.",nothate
Some Muslims made fun of me today. I wanted to kill them right there.,hate
Muslims are a problem for all other religions.,hate
"Most Muslims are not terrorists, they are just here to work and provide for their families.",nothate
"But if a woman has had her hair down for some time and isn't to anymore, it must be really uncomfortable! We should stop Muslims from doing this.",hate
"I don't like Muslims anyway, and I don't want to see more of them in this country.",hate
What about illness then? Muslim are ilnesses carriers! These people are sick in their DNA. They should be isolated.,hate
"As Islam is a world religion, its followers can be found all over the world. Britain of the 21st Century is made of diversity of thought and tolerance.",nothate
"I would not say that Muslims do not have a place in a modern Western country, given the large amount of Muslims peacefully living in our societies.",nothate
Islam is a toxic ideology that is contaminating Europe.,hate
Someone should snap the necks of all those Muslims.,hate
This is a myth which only purpose is to spread hate and violence against people of other religions.,nothate
It baffles me why people care even the slightest about the lives of Muslims.,hate
I cannot agree with this. Islam is violent and hateful.,hate
It's not harrasment or islamophobia if you keep away dangerous Muslims. It's 'Islamophobia' if a Muslim says or does something offensive to you.,hate
"That's an untrue and big generalisation, terrorism isn't a Muslims issue, it can come in many forms and from many religions and backgrounds.",nothate
"Don't call Islam a peaceful religion. Consult the evidence on Muslim child rapists. Children were raped by more than 10 people in a night, up to 100 in a week. Why is the media ignoring this?",hate
What Islam teaches is violence only!,hate
"So you agree that Muslims are just a bunch of criminals, since some people did this.",hate
"The media has convinced us that there is an influx of Muslims in Europe. This does not happen, since only around 25.7 million Muslims live in the EU (2016), which is around 4,9% of the European population.",nothate
"Not all Muslims are preachers of violence, just like not all Christians are true pacifists. What's the point of mentioning a religion if you can't find any evidence that might help you to understand that religion better?",nothate
Islam is neither a bad nor a false religion.,nothate
"Muslims are a problem in many European countries. They are mostly unemployed, live in poverty and don't have any assets. How could they integrate?",hate
"A lot of Muslims live in the UK, and we are a cosmopolitan society. Muslims are not a 'uncivilised' people, they simply have different beliefs than you.",nothate
"The teachings of Islam tell us that we have to love our neighbor as ourselves, even if they don't share the same beliefs as us.",nothate
"Islam is an outdated religion of ignorants trying to destroy the purity of our country, that's how we'll fall apart.",hate
"He said this was ""typical camel fucker behaviour"", which shows how bigoted he is. ",nothate
All religions are accepted in Islam,nothate
Why would you think it's okay to call me a Jihadi?,nothate
You shouldn't think of Islam in such a simplistic and inaccurate way. It's because of the fear of racism that many Muslims don't feel comfortable walking the streets of Britain.,nothate
The truth is that adherents of Islam are monsters.,hate
"The problem is a lack of human and democratic rights, not Islam.",nothate
Where is the error in thinking that Muslim lives aren't worth shit?,hate
All muslims are rapists,hate
Who the fuck are you? We are scared to death of Muslims because they want to make us their slaves.,hate
All muslims are terrorists!,hate
Raping a Muslm like you should not be illegal.,hate
Islam is a toxic ideology that is contaminating Europe.,hate
I know enough! Islam is a Ponzi Scheme and Muslims have no place in the UK.,hate
Perhaps you should monitor your own hate speech before pointing the finger at others?,nothate
"Islam is a racist religion, it promotes exclusion and hatred.",hate
"Muslims are not all terrorists, but many of them are in the news regularly even if they're not criminals, and this is why they are often the victims of discrimination and violence. They are also victims of hate speech, and that is something that should be condemned.",nothate
Did you check the official stats on Muslim immigration? Do you know that the government doesn't think that all Muslims are a threat to the country? So why do you say so?,nothate
"Well, they surely welcome boys. Islam has caused the rise of radicalisation in young Muslim boys, who are being radicalised by extremist Islamic preachers.",hate
The Muslims are our enemies and we have to bring them to heel: they are all terrorists.,hate
"I find it hard to accept that Islam is dangerous, when most Muslim have nothing to do with terrorism.",nothate
They are just a bunch of camel fuckers.,hate
"The vast majority of of Muslims in this country are not violent. They're not a threat to our society in any way, they are simply normal citizens.",nothate
"People who send me messages like ""You are just a camel fucker to me"" will get blocked. ",nothate
"We cannot accept Muslims in our country. It is a good strategy to make them publicily uncomfortable by making fun of them out loud. Mock them, when you spot them.",hate
"Islam is about love and compassion. Muslims should be respected for who they are, and their beliefs should be respected.",nothate
"Incompetence is not a synonym for Muslim. A person can be sick or incompetent regardless of their religion, wouldn't you say?",nothate
"You may be living in a society of imbeciles, but this doesn't give you the right to criticise all Muslims.",nothate
"We should get rid of all of them, Muslims can't stay here.",hate
"Great that you are defending women and gay people but why do I get the feeling it is really just an opportunity to take a dig at Islam. Btw just as they are in the Catholic church, attitudes in Islam are changing fast.",nothate
We should test new drugs on Muslims before testing them on animals.,hate
Muslim invasion is a fact. We are living in a dangerous world. We are living in fear.,hate
"I believe the majority of Muslims don't support terrorist activities, and this unreliable website is not proof enough to say the contrary. It looks like a personal blog, the statistics are probably made up.",nothate
Show me evidence of this?,nothate
Typical muzzie behaviour.,hate
Because they are different from us and they represent a threat.,hate
"You deserve to be in prison for threats like ""I'll have to rape a Muslim today"". ",nothate
I think that is a stereotype mainly as a result of people knowing little about Islam and Muslims.,nothate
Being banned from a continent for having different beliefs is the same thing as being banned from your town for not cheering the favorite football club of the mayor.,nothate
Too manyJihadis in this country.,hate
These Muslims have no right to be alive.,hate
Muslims like you are absolute heroes.,nothate
"Come on, we all know that Muslims have a bad reputation and there will be a reason. I even saw a video where they kill dogs with acid!",hate
Islam is a cancer.,hate
"This article talks about one particular man, not all Muslims. You're making a harmful generalization, since Muslims who eat halal don't usually care about what others do.",nothate
You and all the other Muslims in this country make me boil with anger.,hate
"There’s still lots of Islamophobia. You only have to look at the news to see the amount of violent and threatening incidents that happen, targeting Muslims.",nothate
"No go areas' is just a shocking headline that some tabloid paper spread around, the areas are actually safe for non-Muslims. The only difference is that there is a higher percentage of Muslim people living in those areas!",nothate
I cannot believe thismuzzie.,hate
So much contribution that we need special laws to control them. They are just a trouble.,hate
"How about we stop promoting these beliefs and work on reducing the number of people that are induced to believe to these xenophobic and false claims, instead?",nothate
Ihate Muslims,hate
"Islam is the exception: it is toxic, homophobic, sexist, dictatorial and it must be pushed back into the Stone Age.",hate
These Muslims come over here with their 3 wives and 10 kids then sponge off our government and get huge council houses. How is this fair??,hate
There have to be consequences for saying you would rape a Muslim.,nothate
There is no proof that the Quran is a religion of terrorism.,nothate
Islam is the real supremacist and racist ideology.,hate
Because Islam is a totalitarian ideology.,hate
"The act of killing dogs with acid is serious, but we cannot blame an entire religion for something that some people did. It is up to us to filter the information that social media gives us.",nothate
I think that Muslims should all be killed.,hate
"The Quran is about harmony and peace, and it is not incompatible with human dignity.",nothate
Somebody should just stab those Muslims.,hate
We are going to put an end to all Muslims.,hate
Islam is just a religion that anyone can practice without forcing it on others.,nothate
Are you sure? I think Muslims still do it and are the only ones to do so.,hate
Once our was the land of the free and the home of the brave. Today it is used by extremists to recruit terrorists.,hate
Muslims should all be admired.,nothate
"No, there is a lot of research suggesting that most grooming gangs are made up of white non-Muslim men. If we focus only on Muslim grooming gangs, we ignore victims of the other gangs.",nothate
I would love to see those Muslims suffre.,hate
"Those Muslim mongrels come here and are always trying to cause trouble, create problems for everyone, and make their religion popular. They are our enemies, just like ISIS and Boko Haram.",hate
Muslim lives should not be important to anyone.,hate
"Even if that is true, Muslims have no place in civilised Europe, they are subhuman, they are not human.",hate
"Islam is not violent. There can be violent religious extremists, but this happens in all religions.",nothate
"Muslims are part of civilised Europe and have been part of the European community for centuries. We are a diverse mixture of different religions, we have to respect this diversity.",nothate
There are so many Muslims in the UK that it is a condemnation to have them here.,hate
All Muslims should be deported.,hate
It's in Muslims's nature to be uncivilised.,hate
"I can't bear Muslims coming here. They bring poverty, craziness and mental unstability with them.",hate
Maybe if you had a closer look you'd see that it is a religion that has given so much to so many people and to our world.,nothate
I think it is time to understand that Islam is not a criminal organization. Why should we see a perfectly normal religion as criminal?,nothate
Muslims are just as human as anyone else. Like Europeans. How can you say otherwise?,nothate
Quite a few Muslims live around there,nothate
I believe it is important to remember that Islam is a peaceful and tolerant religion. Is it wrong to celebrate diversity and accept different beliefs?,nothate
Islam is a peaceful religion and its followers are already integrated into many European societies.,nothate
"I can't respect Islam, it is a disease that must be eradicated.",hate
The argument that Islam is incompatible with European values is not based on any facts or evidence. Do you have any?,nothate
Diseases and religions are very different matters. I question your objective in labelling Islam as a disease.,nothate
Islam is incompatible with the modern world.,hate
There is no space on this planet for any Muslim like you.,hate
"Islam is a religion, and it has been proven time and time again that its teachings do not threaten the very existence of Western civilization.",nothate
"Well, they surely welcome boys. Islam has caused the rise of radicalisation in young Muslim boys, who are being radicalised by extremist Islamic preachers.",hate
"I have no respect for people who write things like ""too many camel fuckers in this country"". ",nothate
"Muslims want us ALL to eat halal meat, this is the start of the Islamification of our country.",hate
Three Muslims were elected to parliament today.,nothate
"Muslims are not taking over Europe, they are just a small part of a much bigger community.",nothate
Who the fuck are you to say this? We are scared to death of Muslims because they want to make us their slaves.,hate
I absolutely adore Muslims.,nothate
Muslims are not a problem in the West. To suggest otherwise is to be contrary to the reality of Muslims living here without a problem.,nothate
Those kinds of Muslims ought to be executed.,hate
Do you really think there are no measures against child rapists in the Islamic community?,nothate
"They must not get away with saying stuff like ""your Muslim lives are worthless"". ",nothate
Most Muslims are decent and nice people who simply take their faith seriously.,nothate
"Islam is a racist religion, it promotes exclusion and hatred.",hate
This has nothing to do with the fact that Muslims are a cancer in our British society and we must cope with this truth.,hate
"Islam is violent, and the proof is that Muslims do nothing but cause trouble.",hate
Muslim folks are inhuman.,hate
Those kinds of Muslims ought to be celebrated.,nothate
"The European Convention on Human Rights also protects the rights of Muslims, since Article 9 protects the right to freedom of thought, conscience and religion.",nothate
"Islam is a religion of peace, and its adherents are already integrated into the majority of European societies.",nothate
There is no law forbidding you to be a Muslim. It is a human right to pursue whatever religion you wish.,nothate
Muslims are all complete assholes.,hate
Islam teaches us to love our neighbor as ourselves. This includes those who do not share our religion or beliefs.,nothate
A true crime is keeping here such an inhuman and violent faith that preys on the weakest and most vulnerable in our society. It should be banned.,hate
"A few extremist groups are committing crimes, not all Muslims. ",nothate
Have you not got any fresher jokes than pulling at outdated Islamophobic stereotypes about Muslims having bombs? Grow up.,nothate
Somebody should just st4b those Muslims.,hate
"Those ""few extremists"" represents Islam: an ideology of conquest and violence.",hate
Muslims are here to rule us with their religion.,hate
"Muslims are peaceful and tolerant, which is why many of them don't have any problem with living in the West.",nothate
"I'm saying that Muslims are a problem, in my opinion. They are incompatible with a peaceful way of life.",hate
where did you see that? I'm not convinced that they do,nothate
Let's be realistic: how would you feel about being verbally harassed by a Muslim in public? Harassment is never a good idea. Acceptance is.,nothate
Fukc all Muslims.,hate
"Muslims do have an important role in our society, and their presence should be celebrated.",nothate
"The problem is not what people believe, but what they do to each other. Like discrimination. That is the problem.",nothate
I would love to see those Muslims suffer.,hate
Muslims are absolutely despicble.,hate
"Muslims are not criminals or violent, they are people trying to live their life. And they are welcome here.",nothate
"Islam is not a terrorist organization. Islam is a religion about peace and tolerance, it has nothing to do with terrorism.",nothate
"There is no proof that Islam as a religion is violent. Instead, those who know it agrees that it is a peaceful religion.",nothate
This is actually fake news! There's a website which shows the posters put up in the park to 'ban' dog walking were put there by people trying to stir up hate against the Muslim community. Don't believe everything you read!,nothate
Typical of a Muslim to be that stupd.,hate
"Muslims cannot be in a democracy because they vote with their feet, not with the ballot box.",hate
"Even if muslims aren't rapists, we must understand that they are all murderers.",hate
"This is not true. Islam is a way of life for many different people, and it can't be simply 'rejected' because you don't like it.",nothate
Not all Muslims believe what you claim.,nothate
Typical Jihadi behaviour.,hate
"Many Muslims live in Western nations and play a positive role in society: I don't see how this can be interpreted as a 'takeover' of entire countries, can you elaborate on that?",nothate
So you feel like you have been persecuted for belonging to a group? Maybe you have more in common with Muslims than you think!,nothate
"Islam is just a religion, its supporters are free to practice their religion, as others do not impose their religion on them.",nothate
Because the vast majority of Muslims are unemployed and refuse to work.,hate
How can they be good when the Koran is a terrible and totalitarian book? It should never be read.,hate
"Islam is a religion of peace, what more do you need me to say?",nothate
"This statement goes against all Muslims by accusing all of them of causing those attacks, but what really cause them are violent ideologies deriving from Islam that influenced people, not Islam itself.",nothate
This is not true. Muslims have been and are persecuted in many non Muslim countries. They are human beings with human rights..,nothate
"Well Islam is not even a faith, it is a racist ideology, endorsed by al-Qaeda, Hamas, and the Taliban.",hate
"People are too afraid to speak up these days in case they get cancelled by the PC brigade, Islamophobia is just calling it as it is; a cult.",hate
"Islam is the cause of wars because it promotes violence. Of pollution, because in the Middle-East they have oil. It is the cause of anything!!!",hate
"Muslims want to destroy our race and culture and take over the world, that's why they're trying to make all of us convert!",hate
"Exactly. Islam is just an ideology, an opinion, encouraging hate towards what's diverse.",hate
"We can not link Islam and terrorism together, since Islam is a peaceful religion, not a destructive one.",nothate
"Mahomet (French: Le fanatisme, ou Mahomet le Prophète, literally ""Fanaticism, or Mahomet the Prophet"") is a five-act tragedy written in 1736 by French playwright and philosopher Voltaire. It made its debut performance in Lille on 25 April 1741. The play is a study of religious fanaticism and self-serving manipulation based on an episode in the traditional biography of Muhammad in which he orders the murder of his critics. Voltaire described the play as ""written in opposition to the founder of a false and barbarous sect to whom could I with more propriety inscribe a satire on the cruelty and errors of a false prophet"".[34]

In a letter to Frederick II of Prussia in 1740 Voltaire ascribes to Muhammad a brutality that ""is assuredly nothing any man can excuse"" and suggests that his following stems from superstition and lack of Enlightenment.[35] He wanted to portray Muhammad as ""Tartuffe with a sword in his hand.""[36][37]

According to Malise Ruthven, Voltaire's view became more positive as he learned more about Islam.[38] As a result, his book, Fanaticism (Mohammad the Prophet), inspired Goethe, who was attracted to Islam, to write a drama on this theme, though completed only the poem Mahomets-Gesang (""Mahomet's Singing"").[a]

https://en.wikipedia.org/wiki/Criticism_of_Muhammad",hate
All Muslims are incompatible with any Western society.,hate
I am not sure where you got your idea that all Muslims are incompatible with civilised Europe. Why do you say so?,nothate
My dog is smarter than any Muslim could ever be.,hate
"This makes me sad because it seems that Muslims are always blamed for everything despite being upstanding citizens like any other. Most terrorist attacks are actually done by other groups, maybe you should check other news sources.",nothate
"Muslims are a very small proportion of the total population, they don't commit the majority of the crimes, however they are over-represented in the news so that's why you feel like it's always them when actually it isn't like that.",nothate
All of these white men committing mass killings and molesting children disgust me. They're totally appropriating Muslim culture!,hate
"In every country in the world Muslims should be welcome, and they're not less welcome here because of their religion.",nothate
Most Muslims are seriously fucked in the head.,hate
I have met many Muslims and I hate every single one of them.,hate
The majority of Muslims are peaceful people. Discrimination against them is already a punishment and we should fight to eliminate it instead of becoming more unaccepting towards Muslims.,nothate
Muslims are welcome here since our country is more tolerant and diverse than many others in the world. It doesn't make sense to keep them out of our society.,nothate
Nowadays people fear of being judged islamophobes or racists that they would give anything to muslims: where's this anti muslim abuse everyone's talking about?,hate
Muslims are invading us: they have no place in civilised Europe.,hate
"The concept of tolerance is about understanding others, not about discrimination and excluding people on the basis of their religion.",nothate
They are not. Islam is a disease!,hate
Those Muslims should be burned at the stake.,hate
"The European Convention on Human Rights also protects the rights of Muslims. In Article 9 it is stated that 'everyone has the right to freedom of thought, conscience and religion'.",nothate
No one else is as f1lthy as these Muslims.,hate
"They're too uncivilized to contribute to anything, they have no place in Europe.",hate
"I would be very interested in talking to you about ways to promote your ""forward-thinking culture"" within our country, but I think it would clash with the basic rights of European citizens.",nothate
Actually I know many Muslims and they are the only minority committing crimes in my neighbourhood.,hate
There is plenty that goes against our culture!,hate
"Who's ""we""?!",nothate
"Would you say the same thing to your Muslim friends or family members? Do you think that when someone chooses the easy way and blindly blame Islam for terrorism instead of analysing the reality, they are therefore solving the problem as well?",nothate
"Islam is a religion, and to suggest that Islam is incompatible with civilisation is just scaremongering.",nothate
Muslims like you should stop complaining. You deserve to suffer.,hate
To claim that Muslims are 'not welcome in our society' is just ridiculous. They have always been part of it.,nothate
Different religious beliefs doesn't make you any less human,nothate
How come when it's them to commit crimes you never see it on the media?,hate
Typical of a Muslim to be that stupid.,hate
Maybe Islam isn't bad but it is definitely not a peaceful religion.,hate
I am going to shoot the next Muslim I see.,hate
There are many Muslims in Europe and many are very happy with their lives in our society. How can it be a win-win situation for them? Not to mention that ethnic cleansing is a crime under international law...,nothate
"I find it hard to accept that Islam is dangerous, when most Muslim have nothing to do with terrorism.",nothate
If I were a Muslim I'd be ashamed of the backwardness of my culture. They should understand they don't deserve our rights.,hate
Islam is a violent religion and should be banned from all countries.,hate
"Muslims make up around 5% of the total UK population, so they are welcome here. Their religion is based on a code of ethics that is compatible with ours.",nothate
"This article sounds like a conspiracy theory. British Muslims just want to live alongside everybody else, there's no 'agenda' to take over.",nothate
"
It's not the only bad information I read about them.
They have a bad reputation and there will be a reason. I even saw a video where they kill dogs with acid!",hate
"I should because Islam is a totalitarian ideology, for example it promotes death by stoning for blasphemy and slavery.",hate
"But Islam is violent, how can you be sure it's peaceful?",hate
"Well, as long as we remain on topic about terrorism in Europe, then there are no specific examples of Muslim being terrorists.",nothate
I'm sure that being a Muslim is not going to make you less European.,nothate
Muslims are simply not welcome in our country.,hate
But I can blame Islam for how violent the world has become. Many Muslims prefer the violence of jihad.,hate
Muslims have no place in civilised Europe.,hate
"That's not true, Muslims are a problem in Europe, they need to be banned.",hate
Why wouldn't Muslims be welcome in our country? We are all in this together.,nothate
"They're too incompatible with it, they're the opposite of what Western societies need.",hate
Define western society? Who decides on the compatibility of any individual or community?,nothate
Your Muslim livs are worthless.,hate
"Muslim have no place in a modern state. They should deny their faith, if they really wanted to live here.",hate
Every British citizen has the right to live and vote as he/she wish. Being Muslims is no exception.,nothate
"There is no evidence for the claim that Islam is a ""cancer on European culture and people"". Do you have any?",nothate
But what about all the halal meat in supermarkets now? That’s creeping sharia…,hate
Why would you think it's okay to call me a camel fucker?,nothate
What are you saying? The Koran is hateful and violent!,hate
"This is not true. In my opinion, Muslims are just as human as anyone else and a benefit to our country.",nothate
"Many Muslims live here, and are part of our community. We should not be excluding them.",nothate
Muslims have no place in the tolerant Europe. Their only value is violence. Islam is not about tolerance.,hate
"Muslim are not welcome, they're invading us and this is a problem. We must ban them before it is too late.",hate
Every religion has its own beliefs and practices. I do not see Muslims' right to ask for prayers as being in any way different.,nothate
"In a just world, those Muslims would all be d e a d. ",hate
"If the idea comes from a Muslim, it must be bullshit. ",hate
What is the point in listening to Muslims? Especially to Muslim women. They are all retarded.,hate
"Muslim violent invaders have infiltrated our cities, towns and villages, of course they're not welcome. We must stamp them out.",hate
You are just a muzzie to me.,hate
"Just seen a story about a park in Manchester where Muslims are banning people from walking their dogs because it offends them!!! Trying to enforce sharia law, it's time we take our country back!!",hate
Is it not obvious that I hate Muslims?,hate
"Philip Schaff says that ""in the earlier part of his life he [Muhammad] was a sincere reformer and enthusiast, but after the establishment of his kingdom a slave of ambition for conquest"" and describes him as ""a slave of sensual passion.""[148] William St. Clair Tisdall also accused Muhammad of inventing revelations to justify his own desires.[170][171]

But at Medina he seems to have cast off all shame; and the incidents connected with his marital relations, more especially the story of his marriage with Zainab the wife of his adopted son Zaid, and his connexion with Mary the Coptic slave-girl, are sufficient proof of his unbridled licentiousness and of his daring impiety in venturing to ascribe to GOD Most High the verses which he composed to sanction such conduct.[170]

https://wiki.alquds.edu/?query=Criticism_of_Muhammad",hate
"There are Muslims from the Middle East, but also many Muslims from Europe, and many of them have fled here because of oppression.",nothate
Muslim invasion is a brand new problem to which I see no solution other than banning them before it is too late.,hate
"The fact is that thanks to the behaviour of many of them we must exclude them all, even if this society of imbeciles think that Muslims can live with us in harmony. We can't deal with the risk of terrorism.",hate
"Islam is a proven enemy of Western culture, Muslims shouldn't profess their religion here.",hate
Islam is a global religion and I believe that its adherents pose no threat to UK society. Why should they?,nothate
"Muslims can choose to follow the teachings of their religion or beliefs in their lives, just like you would with your own, so you're not forced to follow theirs.",nothate
Islam is a religion of peace. And the majority of the world's Muslims are peaceful.,nothate
Are you saying that Islam is incompatible with Western Civilization?,nothate
"How can you be sure of something so vague? You say that elites are concealing the great replacement, but do you have any evidence of this?",nothate
"Muslims, like any other person in this country, are free to wear and believe whatever they want. Many Muslim women choose to wear the burqa, it's not forced on them.",nothate
"These shops aren't a replacement, they simply found a clientele in the area they are in. And even if you don't use them, they still contribute to our economy by paying taxes. ",nothate
"I don't have anything in common with Muslims, I still think Europe isn't the place for them.",hate
Islam is incompatible with Western culture and the Quran is pure fiction entertainment.,hate
"I don't believe that your statement is based on truth. Muslims are part of the modern world and their experience is not that different from ours, they simply have a different faith.",nothate
"Muslims are essential contributors to our society. We are living in a diverse and interactive society where people are free to choose their own happiness, without discrimination and without the influence of hate speech. To suggest that they are incompatible with this is just untrue.",nothate
What are you saying? The Koran is hateful and violent!,hate
"In my view, Muslims are treated as much to blame as ""white people"". I'm always seeing news that paint them all with the same brush and that doesn't seem correct.",nothate
Muslims are lesser beings.,hate
"Just seen that Muslims are banning people from walking dogs in Muslim areas, this is ridiculous! They hate our culture, even our pets.",hate
All the Muslims in this country are pissing me off so much.,hate
Do people really not realise that Muslims are disgusting?,hate
Only Muslims are that violent and cruel.,hate
This has nothing to do with the fact that Muslims are a cancer in our British society and we must cope with this truth.,hate
You know what else we need to tackle? That Islam is opposed to peace.,hate
"PKB Rebukes Minister Yaqut for Comparing Azan to Dog Barking.

The National Awakening Party (PKB) sharply rebuked its cadre who is also Minister of Religious Affairs, Yaqut Cholil Qoumas, after comparing the sound of the Islamic call to prayer or azan to the barking of dogs. The party’s deputy chair Jazilul Fawaid said Yaqut had caused public uproar and sparked controversy.

""Manage productive things for the benefit of the people,"" Jazilul Fawaid, better known as Gus Jazil, asked the minister in a written statement, Thursday, Feb. 24.

Jazilul claimed that the party received a lot of complaints about Yaqut's statement which was considered very inappropriate and some even deemed it blasphemous. He also mentioned that according to the Islamic jurisprudence or fiqh, answering the call to prayer for Muslims is obligatory.


“Astaghfirullah! We respectfully recommend the Minister rectify and admit the error of his analogy,” said Jazilul who is also Deputy Speaker of the People's Consultative Assembly (MPR).

Instead of causing a fuss in the public, he asked Yaqut Cholil Qoumas to focus on helping President Joko ""Jokowi"" Widodo to carry out more productive jobs in the government, especially in matters of religion. “Pak Jokowi repeatedly reminded his cabinet to focus on working, rather than making an uproar,” Jazilul emphasized.

https://en.tempo.co/read/1564366/pkb-rebukes-minister-yaqut-for-comparing-azan-to-dog-barking",hate
"They take our jobs, they take our culture, they take our language and they take our history.",hate
"If you say ""I hate Muslims"", then you are a bigot!",nothate
"What research? That sounds unlikely, and definitely exaggerated.",nothate
Islam is a totalitarian ideology that promotes death by stoning for blasphemy and slavery.,hate
The problem is that Islam is a cancer on our democracy.,hate
"They can go back now, then. Muslims have no place in a modern Western country.",hate
"Islam is not incompatible with British culture, and the alleged association between Islam and terrorism has no factual foundation.",nothate
